"ID","TARGET"
2,0.0340984477664779
5,0.0382430954389076
6,0.00831918108501515
7,0.00875889632228563
9,0.00767914155853128
11,0.276235776915106
12,0.0380142831227101
15,0.186883425652777
16,0.0251931126327471
17,0.017638860612017
19,0.0163551884750196
21,0.00867936251172312
22,0.0187871686214429
24,0.00928419378588053
27,0.0136070814124043
28,0.0245220901022675
30,0.0861661105233969
33,0.00757282256221043
35,0.0125978485786218
37,0.022767497519173
38,0.0124359229927787
40,0.208143641084719
41,0.0224493714793613
44,0.0107570573449389
46,0.0487956998926686
47,0.0134692115177872
48,0.00776062129097999
50,0.0091761226923778
52,0.186355900863807
53,0.00835810734126004
55,0.0176539614251447
57,0.00817271232407306
58,0.0170790597084504
59,0.010151566498545
62,0.0257779001342879
63,0.00810465838187283
64,0.0138691560364535
65,0.0117723367049441
67,0.00977387044648021
69,0.0475146230497288
70,0.00756259508986167
71,0.0283497302147377
72,0.0128975199601141
73,0.00849889956232415
76,0.00811693316976054
78,0.00915105175946197
79,0.026842292601333
81,0.0113431900032659
85,0.00912214109494553
86,0.00756672801629034
89,0.0287895647230378
94,0.093286279340977
96,0.00762705691480406
97,0.0234535289308873
98,0.00798848893797299
99,0.018958928003396
100,0.170312231525332
103,0.100213744805387
104,0.0151843215681435
108,0.0122123997029445
110,0.00869782234550635
112,0.0176842668176708
114,0.0432764364928886
116,0.0187538313806542
117,0.0168839683362194
119,0.0131118686120742
120,0.00888736464166827
121,0.00751088735369074
123,0.0205260394146636
124,0.0187596454134802
126,0.00761066217354381
128,0.0108709910625243
129,0.0564081835214076
133,0.0339643611677755
138,0.0157890567053787
147,0.0163096259988582
149,0.0222670654949186
158,0.00768218284464507
160,0.00804479229049398
164,0.0287480954508737
167,0.0493984931099558
168,0.0220109382797381
174,0.00976769802073729
181,0.0234044784812434
185,0.0249342397441092
187,0.0139215358633535
189,0.0152470822394909
190,0.0459489367357868
194,0.0106168038487791
197,0.0292733057222322
198,0.0131909365893967
201,0.0335915395171146
205,0.0105816761246473
208,0.0827663634999955
211,0.00999441795293334
216,0.032327574990132
219,0.0668090693988291
223,0.00958997736727298
224,0.116071429225066
226,0.0105023161219993
229,0.0102467138458834
230,0.0173356002511004
237,0.0153319662087206
238,0.014536799533776
240,0.0741200005997914
243,0.0080854666385871
245,0.14425813026201
246,0.236439370502345
247,0.0109998075745257
248,0.0159729634056169
249,0.00774848700396005
250,0.307645806899009
251,0.00758570993149595
255,0.0782739379750497
256,0.0214833818238338
257,0.0501737488645024
260,0.147254201456388
261,0.0122174056287173
263,0.230411236060523
264,0.182145238744204
267,0.0125891346008198
268,0.0142397735403704
272,0.0135741377027715
274,0.0114508539127517
275,0.0100066123944261
277,0.33639910193087
278,0.349681376743162
280,0.0104318302036544
281,0.027974257192374
282,0.0789047646868381
283,0.00899792390419617
284,0.0635964929289736
286,0.0125410552021507
290,0.0206084896160303
291,0.0172206302331114
293,0.0239230298222672
295,0.0721292190413744
297,0.00745258500609172
298,0.0832566135445893
300,0.00802511231706723
304,0.00915638278685816
305,0.00992965464989822
308,0.00920902983754604
309,0.00802426708260687
310,0.0149444340125926
312,0.018546268383059
313,0.17441860764524
315,0.0153806316874885
317,0.0203972048080865
318,0.0215385556032778
321,0.0156611427413664
323,0.0586939281499376
325,0.0110422329221621
326,0.0101534627653488
327,0.0163621731639542
328,0.0250148891212154
329,0.0199529862690762
330,0.0113885078437065
331,0.0109095640554042
334,0.0401245971385525
335,0.0121743488400124
336,0.0379638865171483
337,0.0184046950877635
338,0.0497703937136458
339,0.0105044911478308
341,0.101960975169755
343,0.0139404310362148
346,0.00948775197765211
348,0.0077084088885603
350,0.170289441834689
351,0.00955764752218053
352,0.0106745788027288
357,0.040412791468433
358,0.00834636611159334
360,0.012191505924931
361,0.0102781867191926
364,0.0200960491103237
365,0.0312557347237758
366,0.0158186782918684
367,0.0131982646403057
368,0.0134320001545885
370,0.00771991207344603
372,0.0079377214648962
376,0.00758738162175352
377,0.0115954005911447
379,0.0226133736362703
380,0.00936714066072317
381,0.0569301334590601
385,0.0119029837967875
386,0.0228838549542588
389,0.0299714405179937
391,0.0460355571915281
392,0.00844233950679944
393,0.0106226864407019
395,0.0200511320048054
396,0.0112882346052453
397,0.00820419114969792
398,0.0174197876470937
399,0.0402774925113348
400,0.0148234163207042
401,0.01778717318331
403,0.0109250999118204
405,0.0216839767618003
406,0.0124750266763739
409,0.0084037368138756
411,0.0129925623300839
413,0.0118815566117682
418,0.00899128552798665
419,0.00970236265652643
422,0.0106745788027288
424,0.237975536871729
425,0.0283055207980124
427,0.00762705691480406
430,0.00764532091524955
431,0.0105223942354438
434,0.014143562144555
435,0.0138284768452276
437,0.0707594009840834
438,0.00981936904044474
439,0.126972843968967
442,0.00813775053879488
446,0.0109543231034172
450,0.0388221381648329
451,0.0093940187215788
452,0.0131330115013828
454,0.00757690632406718
455,0.00868043090850995
463,0.0100234899219084
464,0.0099047772133743
465,0.00797685948473432
467,0.17169722400223
468,0.0363898816072978
470,0.0101307541119421
472,0.14104916592308
473,0.0117272097153925
475,0.00928002446308404
476,0.00840022622271298
479,0.0113439078945879
481,0.00933090140626703
483,0.016108099179685
484,0.0158256587344205
486,0.0250238058083885
487,0.00759037035029256
491,0.0109218639178366
494,0.00908576152981691
495,0.0100636377429801
497,0.0245537683184068
498,0.00994017044944319
499,0.00889707853893814
503,0.019697638374577
504,0.0225122210010326
505,0.0117106879952409
506,0.0145452324863277
507,0.0186226877980723
508,0.097500323455319
509,0.0212170058902316
510,0.0113634085123408
511,0.0142540027236533
512,0.0239830170294961
516,0.00861657729864591
518,0.0282498016984906
519,0.0105085639436315
520,0.0121633346996797
521,0.00779883057894722
522,0.0115589992171599
524,0.074614851363403
525,0.0111022752205175
526,0.00800693226487546
528,0.0109095631501452
529,0.0251728375598007
531,0.0590515903887522
532,0.266051769833049
534,0.08824315565358
536,0.0298326832759936
539,0.0746736145834401
540,0.0191982771234984
541,0.00752275252874358
542,0.086168118842742
545,0.0089442922538242
546,0.0079226733290718
552,0.0202587948099524
556,0.00751698652397751
557,0.00752491662880033
559,0.0139577396700036
562,0.0180729129434718
563,0.0136410997896009
565,0.0302882369471474
569,0.00767647043891429
570,0.058149324813113
574,0.0255432867909011
575,0.0171250262652905
585,0.00956381389422007
589,0.0149419462794409
590,0.0212380396631221
592,0.0104260095865552
593,0.0199841617693667
594,0.0131225923748023
595,0.00917139914068473
597,0.0107635025548072
601,0.00940036461002097
603,0.0107966067542793
604,0.00759152263462971
605,0.0175540378591762
607,0.00774189701701633
608,0.0192764116018254
610,0.0138296245726371
612,0.0345704134476839
613,0.0501412956444584
615,0.0118996318628146
616,0.31826713366242
617,0.024066067196385
619,0.0108059344964781
620,0.17315927769109
621,0.00905605209500346
624,0.0247570850715308
625,0.0182217080973756
628,0.00837228299033905
629,0.215905406529355
630,0.0175189393401229
632,0.017786236442439
634,0.00822945752828711
637,0.0112506910576784
638,0.0206480322923991
642,0.0239689088333325
643,0.0094997925816851
644,0.0608315644501365
646,0.00765574468576242
655,0.0149375217767855
660,0.0118985206844651
664,0.0217269709582318
665,0.0497166642527913
666,0.00794382458479444
670,0.104128515960535
671,0.296466326952594
